Id,YearBuilt,YearRemodAdd,YrSold,Time_Grg,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice,LotShape,LandSlope,HouseStyle,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,CentralAir,Functional,PavedDrive,SaleType,SaleCondition,Alley,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,MiscFeature,MasVnrType,Electrical,MSSubClass
1238,2004,2005,2006,2,41.0,12393,0.0,0,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,9,195000,IR2,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,None,SBrkr,60
1239,2005,2005,2006,1,63.0,13072,0.0,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,2,484,0,0,0,0,0,0,0,3,142500,Reg,Gtl,1Story,6,5,Gd,TA,Gd,TA,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,RRAe,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Abnorml,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,20
1240,2006,2006,2007,1,64.0,9037,32.0,428,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,2,472,120,33,0,0,0,0,0,12,265900,IR1,Gtl,1Story,8,5,Gd,TA,Gd,TA,Av,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1241,2003,2003,2008,5,65.0,8158,252.0,550,0,334,884,884,884,0,1768,1,0,2,1,3,1,8,0,2,543,0,63,0,0,0,0,0,7,224900,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
1242,2007,2007,2007,0,83.0,9849,0.0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,3,954,0,56,0,0,0,0,0,6,248328,Reg,Gtl,1Story,7,6,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,Stone,SBrkr,20
1243,1974,1974,2010,36,85.0,10625,81.0,885,168,0,1053,1173,0,0,1173,1,0,2,0,3,1,6,2,2,528,0,120,0,0,0,0,0,1,170000,Reg,Gtl,SFoyer,7,6,TA,TA,Gd,TA,Gd,TA,Gd,TA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Family,NA,GLQ,LwQ,Attchd,RFn,NA,BrkFace,SBrkr,85
1244,2006,2006,2006,0,107.0,13891,450.6,1386,0,690,2076,2076,0,0,2076,1,0,2,1,2,1,7,1,3,850,216,229,0,0,0,0,0,9,465000,Reg,Gtl,1Story,10,5,Ex,TA,Ex,Gd,Gd,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,20
1245,1929,1950,2006,75,81.2,11435,0.0,0,0,792,792,792,725,0,1517,0,0,1,0,3,1,7,2,2,400,0,0,0,0,0,0,0,6,230000,IR1,Mod,2Story,8,7,TA,TA,Gd,TA,No,Fa,Gd,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Corner,Crawfor,Norm,Norm,1Fam,Gable,CompShg,BrkFace,Stucco,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,70
1246,1984,2003,2007,23,78.0,12090,74.0,0,0,585,585,1140,728,0,1868,0,0,3,1,3,1,7,1,2,477,268,112,0,0,147,0,0,1,178000,Reg,Gtl,SLvl,6,7,TA,TA,Gd,TA,No,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Abnorml,NA,Unf,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,80
1247,2005,2006,2006,1,65.0,8125,0.0,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,2,615,0,45,0,0,0,0,0,3,186500,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,60
1248,1976,1976,2010,34,77.8,12328,335.0,539,0,473,1012,1034,0,0,1034,1,0,1,0,3,1,6,0,3,888,0,0,0,0,0,0,0,5,169900,IR1,Gtl,SLvl,6,5,TA,TA,TA,TA,Av,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Unf,NA,BrkFace,SBrkr,80
1249,1917,1950,2008,58,60.0,9600,0.0,319,0,416,735,1134,924,0,2058,0,0,1,1,3,1,8,1,2,396,0,0,259,0,0,0,0,4,129500,Reg,Gtl,2.5Unf,6,5,TA,TA,Gd,TA,No,Fa,TA,Gd,Fa,Fa,NA,NA,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,Gable,CompShg,AsbShng,AsbShng,BrkTil,OthW,N,Typ,P,WD,Normal,Grvl,Rec,Unf,Detchd,Unf,NA,None,SBrkr,75
1250,1950,1950,2007,57,60.0,7200,0.0,534,96,246,876,988,0,0,988,0,0,1,0,3,1,6,0,1,276,0,80,0,0,0,0,0,5,119000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Rec,Attchd,Unf,NA,None,SBrkr,20
1251,1968,1968,2010,42,93.0,11160,0.0,1065,0,1045,2110,2110,0,0,2110,1,0,2,1,3,1,8,2,2,522,0,0,0,0,0,0,0,4,244000,Reg,Gtl,1Story,7,5,Gd,TA,TA,TA,No,Ex,Ex,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Fin,NA,None,SBrkr,20
1252,2003,2003,2006,3,39.8,3136,163.0,0,0,1405,1405,1405,0,0,1405,0,0,2,0,2,1,6,1,2,478,148,36,0,0,0,0,0,3,171750,IR1,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,Wd Shng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,Stone,SBrkr,120
1253,1968,1968,2009,41,62.0,9858,0.0,510,0,354,864,874,0,0,874,1,0,1,0,3,1,5,0,1,288,33,0,0,0,0,0,600,11,130000,Reg,Gtl,1Story,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,Shed,None,SBrkr,20
1254,1974,2003,2007,33,81.0,17542,0.0,125,1031,36,1192,1516,651,0,2167,1,0,2,1,3,1,9,2,2,518,220,47,0,0,0,0,0,7,294000,IR1,Gtl,2Story,7,7,Gd,TA,TA,TA,Gd,TA,Gd,Gd,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Veenker,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,ALQ,Attchd,RFn,NA,None,SBrkr,60
1255,2003,2004,2008,5,60.0,6931,92.0,0,0,746,746,760,896,0,1656,0,0,2,1,3,1,7,1,2,397,178,128,0,0,0,0,0,7,165400,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,Stone,SBrkr,60
1256,1931,1950,2007,29,52.0,6240,0.0,425,0,459,884,959,408,0,1367,0,0,1,0,3,1,6,1,1,560,0,0,0,0,120,0,0,11,127500,Reg,Gtl,1.5Fin,6,6,TA,TA,TA,Fa,No,TA,TA,Gd,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Unf,Detchd,Unf,NA,None,FuseA,50
1257,1994,1994,2008,14,91.0,14303,554.0,1314,0,672,1986,1987,0,0,1987,1,0,2,0,2,1,7,1,2,691,262,36,0,0,0,0,0,8,301500,IR1,Gtl,1Story,8,5,Gd,TA,Gd,TA,Gd,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
1258,1922,1950,2009,0,56.0,4060,0.0,0,0,864,864,864,0,0,864,0,0,1,0,2,1,4,0,0,0,0,96,0,0,0,0,0,7,99900,Reg,Gtl,1Story,5,8,TA,TA,Fa,TA,No,Ex,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Edwards,Feedr,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,NA,NA,NA,None,SBrkr,30
1259,2005,2005,2008,3,59.0,9587,182.0,655,0,201,856,1166,0,0,1166,1,0,2,0,2,1,5,0,2,400,212,0,0,0,0,0,0,7,190000,IR1,Gtl,SLvl,7,5,Gd,TA,Gd,TA,Gd,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,Stone,SBrkr,80
1260,1969,1969,2008,39,65.0,9750,0.0,602,438,14,1054,1054,0,0,1054,1,0,1,1,3,1,6,0,2,460,180,0,0,0,80,0,0,7,151000,Reg,Gtl,1Story,6,8,TA,TA,Gd,TA,No,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,LwQ,Attchd,Unf,NA,None,SBrkr,20
1261,1999,1999,2009,10,69.8,24682,0.0,0,0,841,841,892,783,0,1675,0,0,2,1,3,1,7,1,2,502,0,103,0,0,0,0,0,6,181000,IR3,Gtl,2Story,6,5,TA,TA,Gd,TA,No,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,Gilbert,RRAn,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,None,SBrkr,60
1262,1956,1956,2009,53,80.0,9600,0.0,504,0,546,1050,1050,0,0,1050,0,0,1,0,2,1,5,0,1,338,0,0,0,0,0,0,0,6,128900,Reg,Gtl,1Story,5,6,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,Unf,NA,None,SBrkr,20
1263,1957,1989,2009,52,63.6,11250,0.0,0,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,8,2,1,304,120,0,0,0,0,0,0,11,161500,Reg,Gtl,1.5Fin,4,5,TA,TA,TA,TA,Av,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Min2,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,FuseA,50
1264,1919,1950,2007,67,60.0,13515,0.0,0,0,764,764,1060,764,0,1824,0,0,1,0,3,1,8,1,2,520,0,0,126,0,0,0,0,7,180500,Reg,Gtl,2Story,6,6,TA,TA,TA,TA,No,Ex,TA,Gd,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gambrel,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,N,WD,Normal,Pave,Unf,Unf,Detchd,Unf,NA,None,FuseA,70
1265,1998,1999,2008,10,34.0,4060,0.0,266,0,1139,1405,1337,0,0,1337,1,0,2,0,2,1,5,0,2,511,144,68,0,0,0,0,0,8,181000,Reg,Gtl,1Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RH,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,COD,Abnorml,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,120
1266,1999,1999,2006,7,35.0,3735,218.0,450,0,241,691,713,739,0,1452,1,0,2,1,3,1,6,0,2,506,0,34,0,0,0,0,0,3,183900,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,FR3,Somerst,Norm,Norm,TwnhsE,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Detchd,Unf,NA,BrkFace,SBrkr,160
1267,1910,1950,2007,47,60.0,10120,0.0,0,0,925,925,964,925,0,1889,0,0,1,1,4,2,9,1,1,308,0,0,264,0,0,0,0,1,122000,IR1,Gtl,2.5Unf,7,4,Fa,TA,TA,TA,No,TA,TA,Gd,TA,TA,NA,MnPrv,RM,Pave,Bnk,AllPub,Inside,OldTown,Feedr,Norm,2fmCon,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,N,Typ,N,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,FuseF,190
1268,2008,2009,2010,1,89.0,13214,0.0,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,3,746,144,76,0,0,0,0,0,5,378500,IR1,Gtl,1Story,9,5,Ex,TA,Ex,TA,Gd,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,Hip,CompShg,Stucco,CmentBd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,None,SBrkr,20
1269,1935,1997,2008,26,87.2,14100,632.0,192,0,536,728,1968,1479,0,3447,0,0,3,1,4,1,11,2,3,1014,314,12,0,0,0,0,0,5,381000,IR1,Mod,1.5Fin,8,9,TA,Gd,TA,TA,Mn,Ex,Gd,Gd,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,Gable,CompShg,Stucco,Stucco,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,BuiltIn,Unf,NA,BrkFace,SBrkr,50
1270,1958,1958,2007,49,78.0,11344,180.0,460,0,414,874,874,650,0,1524,0,0,1,1,3,1,7,0,1,315,0,0,0,0,0,0,0,7,144000,Reg,Gtl,1.5Fin,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasW,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,BrkFace,FuseA,50
1271,1979,1979,2010,31,122.4,23595,0.0,1258,0,74,1332,1332,192,0,1524,2,0,0,1,0,1,4,1,2,586,268,0,0,0,0,0,0,4,260000,Reg,Sev,1Story,7,6,Gd,TA,Gd,TA,Gd,TA,Gd,TA,TA,TA,NA,NA,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,Shed,WdShake,Plywood,Plywood,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,40
1272,1968,1968,2009,41,76.4,9156,0.0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,2,462,0,0,0,0,0,0,0,8,185750,IR1,Gtl,1Story,6,7,TA,TA,TA,TA,No,Gd,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,PosN,Norm,1Fam,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,20
1273,1965,1965,2006,41,85.2,13526,114.0,560,375,0,935,935,0,0,935,1,0,1,0,3,1,5,0,1,288,180,0,0,0,0,0,0,11,137000,IR1,Gtl,1Story,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,Hip,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,LwQ,Attchd,Unf,NA,BrkFace,SBrkr,20
1274,1959,2006,2008,49,124.0,11512,84.0,719,0,300,1019,1357,0,0,1357,1,0,1,0,2,1,5,1,1,312,0,0,0,0,163,0,0,5,177000,IR1,Gtl,SLvl,6,7,TA,TA,TA,TA,Av,Gd,Ex,Gd,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Basment,RFn,NA,BrkFace,SBrkr,80
1275,1910,2003,2007,22,53.0,5362,0.0,0,0,661,661,661,589,0,1250,0,0,2,0,3,1,8,1,2,552,242,0,81,0,0,0,0,11,139000,Reg,Gtl,1.5Fin,5,6,TA,TA,TA,TA,No,Ex,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Crawfor,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Shng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,50
1276,1948,1950,2007,59,95.0,11345,567.0,220,0,708,928,928,992,0,1920,0,0,2,0,4,2,10,0,2,400,0,0,0,0,0,0,0,7,137000,Reg,Gtl,2Story,5,5,TA,TA,TA,TA,No,Gd,TA,NA,TA,Fa,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,Duplex,Gable,Roll,AsbShng,AsbShng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Detchd,Unf,NA,Stone,FuseA,90
1277,1972,1972,2009,37,90.4,12936,0.0,593,0,130,723,735,660,0,1395,0,1,1,1,3,1,6,1,2,497,294,116,0,0,0,0,0,12,162000,IR1,Gtl,2Story,6,6,TA,TA,TA,Gd,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,None,SBrkr,60
1278,1967,1976,2009,42,101.0,17871,359.0,528,0,1152,1680,1724,0,0,1724,1,0,1,1,3,1,7,1,2,480,0,0,0,0,0,0,0,6,197900,IR1,Gtl,SLvl,6,5,TA,TA,Gd,TA,Av,Fa,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,80
1279,2002,2002,2008,6,75.0,9473,142.6,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2,577,0,211,0,0,0,0,0,3,237000,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
1280,1920,1950,2010,30,60.0,7500,0.0,0,0,698,698,698,430,0,1128,0,0,1,0,2,1,6,0,2,528,30,0,164,0,0,0,0,4,68400,Reg,Gtl,1.5Fin,4,4,TA,Gd,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,C (all),Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,COD,Abnorml,NA,Unf,Unf,Detchd,RFn,NA,None,FuseA,50
1281,2002,2002,2009,7,67.0,9808,110.0,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2,544,0,72,0,0,0,0,0,3,227000,IR1,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
1282,1990,1990,2006,16,50.0,8049,54.0,1053,0,256,1309,1339,0,0,1339,1,0,2,0,2,1,6,1,2,484,0,58,0,0,90,0,0,7,180000,IR1,Gtl,1Story,7,5,TA,TA,Gd,TA,No,TA,TA,TA,Gd,Gd,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
1283,1977,2008,2009,32,61.0,8800,0.0,532,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,2,484,0,0,0,0,288,0,0,9,150500,IR1,Gtl,1Story,5,7,TA,TA,Gd,TA,Mn,TA,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Rec,Detchd,Unf,NA,None,SBrkr,20
1284,1971,1971,2010,0,94.0,9400,0.0,0,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,0,0,128,0,0,0,0,0,0,4,139000,Reg,Gtl,2Story,6,5,TA,TA,TA,TA,Av,TA,TA,NA,NA,NA,NA,NA,RL,Pave,Low,AllPub,Corner,Mitchel,Norm,Norm,Duplex,Mansard,CompShg,MetalSd,Wd Shng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,NA,NA,NA,None,SBrkr,90
1285,1919,1990,2010,41,50.0,9638,0.0,0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1,336,272,0,42,0,116,0,0,3,169000,Reg,Gtl,1.5Fin,6,7,TA,TA,TA,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SWISU,Feedr,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Shng,PConc,GasA,Y,Min2,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,50
1286,1939,1950,2009,70,50.0,6000,0.0,0,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1,280,45,0,0,0,0,0,0,5,132500,Reg,Gtl,1.5Fin,6,6,TA,Fa,TA,TA,No,Ex,TA,Gd,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,FuseF,50
1287,1963,1963,2010,47,76.2,9790,451.0,569,81,678,1328,1328,0,0,1328,1,0,1,1,3,1,6,2,2,528,0,26,0,0,0,0,0,6,143000,Reg,Gtl,1Story,6,5,TA,TA,TA,TA,No,TA,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Rec,Attchd,Unf,NA,BrkFace,SBrkr,20
1288,1964,1964,2006,42,88.6,36500,621.0,812,0,812,1624,1582,0,0,1582,0,1,2,0,4,1,7,0,2,390,168,198,0,0,0,0,0,6,190000,IR1,Mod,1Story,5,5,TA,Gd,TA,TA,Av,Fa,TA,NA,TA,TA,NA,NA,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,N,WD,Normal,NA,Rec,Unf,Attchd,Unf,NA,BrkCmn,SBrkr,20
